Partner Country,Reporting Country,Segment,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
El Salvador,Netherlands,Cut Size,17,17,17,17,16,17,17,15,20,15,11,33,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,Netherlands,Reels,84,84,84,84,83,85,85,79,92,83,63,129,59,0,328,360,566,111,35,0,653,0,40,40,112,198,98.4,136,144,126,136,135,132,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134
El Salvador,Italy,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,Italy,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,46,45,0,30,25,18,25,23,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
El Salvador,Italy,Reels,37,37,37,37,37,37,37,36,37,36,35,41,32,33,57,19,0,14,53,37,66,38,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,Germany ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,19,8,0,0,48,42,24,2,0,9,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
El Salvador,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,512,1,0,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,France ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,France ,Folio,4,4,4,4,4,4,4,4,4,3,5,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
El Salvador,France ,Reels,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,7,6,7,5,0,4,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,Finland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,Finland,Reels,36,36,36,36,36,35,37,36,33,43,32,24,72,0,0,0,0,309,0,0,0,0,59,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,Belgium,Cut Size,34,34,34,34,34,34,32,36,35,26,45,34,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,Belgium,Folio,17,17,17,17,17,17,17,15,20,15,11,34,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,Belgium,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,United Kingdom,Reels,10,10,10,10,10,10,10,10,9,12,9,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Sweden,Cut Size,42,42,42,42,42,43,42,40,47,41,31,68,24,0,181,28,5,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Sweden,Folio,33,33,33,33,32,34,33,30,39,29,22,66,0,0,199,0,3,34,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Sweden,Reels,316,316,316,317,315,317,318,310,323,320,289,361,309,196,578,126,268,24,0,92,14,16,84,13,"1,450",98,0,516,205,240,320,255,272,282,270,275,276,273,275,275,274,274,274,274,274,274,274,274,274,274,274
Guatemala,Spain ,Cut Size,10,10,10,10,10,10,10,10,11,8,10,15,0,14,32,27,97,68,144,58,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Spain ,Folio,22,22,22,22,22,23,21,22,24,18,25,29,0,45,42,22,33,20,0,16,0,24,31,0,64,16,0,27,14,14,18,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Guatemala,Spain ,Reels,26,26,26,26,26,25,26,26,24,30,23,18,49,4,0,0,47,12,0,12,0,0,58,303,238,352,420,337,370,375,361,369,368,366,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367
Guatemala,Portugal,Cut Size,156,156,156,157,156,157,157,154,158,159,147,169,160,111,237,0,0,0,0,0,158,232,354,344,348,678,228,418,441,362,407,404,391,401,398,397,399,398,398,398,398,398,398,398,398,398,398,398,398,398,398
Guatemala,Portugal,Folio,292,293,292,293,293,291,293,296,283,302,303,244,358,309,64,0,0,0,0,0,23,355,249,253,66,44,0,37,27,21,28,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Guatemala,Portugal,Reels,196,196,196,197,197,194,200,197,183,219,189,142,325,101,0,0,0,0,0,335,284,72,188,0,62,24,0,29,18,15,21,18,18,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Guatemala,Netherlands,Cut Size,1,1,1,1,1,1,1,1,2,1,1,3,0,0,9,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Netherlands,Folio,29,29,29,29,28,30,29,26,34,25,19,57,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Netherlands,Reels,272,272,271,272,272,269,276,273,257,297,265,209,416,170,42,34,"1,400",490,131,88,298,105,0,20,87,0,0,29,10,13,17,13,14,15,14,15,15,14,15,15,14,15,15,14,15,14,14,15,14,14,15
Guatemala,Italy,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,19,92,36,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Germany ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,91,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,France ,Folio,6,6,6,6,6,6,7,6,6,8,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,France ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Finland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,208,0,0,0,0,20,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Finland,Reels,122,122,121,122,122,119,126,121,111,144,108,81,244,0,0,0,126,0,0,77,0,25,0,0,0,256,0,85,114,66,88,90,81,87,86,85,86,85,85,85,85,85,85,85,85,85,85,85,85,85,85
Guatemala,Denmark,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Belgium,Cut Size,8,8,8,8,8,8,8,9,8,6,11,8,0,24,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Belgium,Reels,67,67,67,67,67,67,66,69,66,62,78,59,50,126,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,United Kingdom,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,Sweden,Reels,17,17,17,17,17,18,17,18,18,13,23,17,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,Portugal,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,358,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,Portugal,Reels,12,12,12,12,12,12,13,12,11,15,11,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,Netherlands,Reels,55,55,55,54,55,55,52,57,57,43,73,55,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,Italy,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,18,0,12,10,7,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Haiti,Italy,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,Germany ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,13,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,France ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,France ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,France ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,Belgium,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,United Kingdom,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,United Kingdom,Folio,5,5,5,5,5,5,5,5,6,4,3,10,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,Sweden,Cut Size,61,61,61,61,61,61,60,62,60,59,68,51,58,96,0,661,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,Sweden,Reels,88,88,88,88,87,89,88,83,96,87,65,138,57,0,355,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,Spain ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,Spain ,Reels,8,8,8,8,8,8,7,8,8,6,10,8,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,Portugal,Cut Size,33,33,33,33,33,34,33,33,35,31,33,40,20,40,62,0,0,0,0,95,315,712,994,502,564,524,1927.2,"1,005","1,152","1,361","1,173","1,229","1,254","1,219","1,234","1,236","1,229","1,233","1,233","1,232","1,232","1,232","1,232","1,232","1,232","1,232","1,232","1,232","1,232","1,232","1,232"
Honduras,Portugal,Folio,82,82,82,82,82,82,82,83,81,81,86,76,81,102,47,0,0,0,0,0,0,0,59,258,195,203,276,225,235,245,235,238,239,237,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238
Honduras,Portugal,Reels,13,13,13,13,13,13,13,14,14,10,18,13,0,40,0,0,0,0,0,0,316,710,761,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,Netherlands,Cut Size,10,10,10,10,10,10,11,10,9,12,9,7,21,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,Netherlands,Folio,3,3,3,3,3,3,3,3,4,3,2,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,Netherlands,Reels,44,44,44,44,43,44,43,43,46,41,43,54,25,50,88,137,270,0,52,0,86,0,0,0,0,5,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Honduras,Italy,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Honduras,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,France ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,7.2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Honduras,Finland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,Belgium,Cut Size,38,38,38,38,38,37,39,38,34,45,34,25,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,Belgium,Reels,40,40,40,40,40,40,40,41,39,41,42,32,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,United Kingdom,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,Sweden,Folio,7,7,7,7,7,7,6,7,7,5,9,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,Sweden,Reels,115,115,115,114,114,117,111,114,126,94,122,161,0,205,279,306,793,131,15,0,0,0,0,26,184,159,0,114,91,68,91,84,81,85,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
Jamaica,Spain ,Cut Size,4,4,4,4,4,5,4,4,5,4,3,9,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,Portugal,Cut Size,7,7,7,7,6,7,7,6,8,6,4,13,0,0,39,0,0,0,0,0,0,71,45,46,72,48,110.4,77,78,89,81,83,84,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
Jamaica,Portugal,Folio,84,84,83,84,84,82,86,83,77,98,73,60,160,0,20,0,0,0,0,0,0,160,140,96,0,72,115.2,62,83,87,78,83,82,81,82,82,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82
Jamaica,Portugal,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,24,0,8,11,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Jamaica,Netherlands,Cut Size,5,5,5,5,5,5,5,4,6,4,3,10,0,0,29,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,Netherlands,Folio,7,7,7,7,7,7,7,6,8,6,4,13,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,Germany ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,88,161,18,466,16,2,5,130,250,191,228,223,214,222,220,218,220,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219
Jamaica,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,66,268,98,166,190,229,200,102,74,50,0,41,30,24,32,29,28,30,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
Jamaica,Finland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,Finland,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,Belgium,Cut Size,13,13,12,13,13,12,13,12,11,15,11,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,Belgium,Reels,8,8,8,8,8,9,8,9,9,7,11,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,60,20,27,36,27,30,31,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Mexico,United Kingdom,Cut Size,50,50,50,50,50,51,48,53,52,39,66,50,1,148,0,2,39,123,38,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,United Kingdom,Folio,45,45,45,44,45,45,43,46,48,36,53,54,0,105,58,40,0,48,0,0,0,39,108,160,143,116,146.4,135,133,138,135,135,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
Mexico,United Kingdom,Reels,18,18,18,18,18,18,18,18,17,18,19,15,18,25,2,0,0,0,0,0,0,12,3,0,1,30,24,18,24,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Mexico,Switzerland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Switzerland,Folio,61,61,61,61,61,60,61,61,60,61,62,56,65,67,35,86,105,124,87,4,12,0,0,1,0,51,0,17,23,13,18,18,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
Mexico,Switzerland,Reels,12,12,12,12,12,12,13,12,11,15,11,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Sweden,Cut Size,23,23,23,23,23,23,22,22,25,19,24,32,0,39,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Sweden,Folio,116,116,115,116,116,114,118,116,108,130,110,83,196,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Sweden,Reels,106,106,106,106,106,106,107,104,106,112,94,111,131,41,161,0,51,0,143,42,64,"1,147",66,543,"1,523","1,532",3705.6,"2,254","2,497","2,819","2,523","2,613","2,652","2,596","2,620","2,623","2,613","2,619","2,618","2,616","2,618","2,617","2,617","2,617","2,617","2,617","2,617","2,617","2,617","2,617","2,617"
Mexico,Spain ,Cut Size,154,154,154,154,154,155,154,153,158,152,149,172,134,141,241,199,222,388,329,205,188,20,297,339,346,507,592.8,482,527,534,514,525,525,521,524,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523
Mexico,Spain ,Folio,83,83,83,83,83,83,82,83,83,80,87,84,69,108,74,45,224,113,287,164,155,677,673,"1,587",960,"1,320",864,"1,048","1,077",996,"1,041","1,038","1,025","1,035","1,033","1,031","1,033","1,032","1,032","1,032","1,032","1,032","1,032","1,032","1,032","1,032","1,032","1,032","1,032","1,032","1,032"
Mexico,Spain ,Reels,182,182,181,182,182,180,183,183,175,191,182,154,236,154,72,106,194,32,235,20,116,541,286,826,179,255,456,297,336,363,332,344,346,340,343,343,342,343,343,343,343,343,343,343,343,343,343,343,343,343,343
Mexico,Portugal,Cut Size,192,191,192,192,190,194,193,183,204,192,154,267,154,43,604,0,0,0,0,0,826,"4,512","5,588","11,359","14,043","10,390",2894.4,"9,109","7,465","6,489","7,688","7,214","7,130","7,344","7,229","7,235","7,269","7,244","7,249","7,254","7,249","7,251","7,252","7,251","7,251","7,251","7,251","7,251","7,251","7,251","7,251"
Mexico,Portugal,Folio,500,500,500,500,500,499,501,501,496,504,504,479,530,504,404,0,0,0,0,0,97,"1,190","2,359","1,077","1,831",773,640.8,"1,082",832,851,922,868,880,890,880,883,884,882,883,883,883,883,883,883,883,883,883,883,883,883,883
Mexico,Portugal,Reels,8,8,8,8,8,8,8,8,8,6,11,8,0,24,0,0,0,0,0,0,47,526,241,285,543,"1,729",1996.8,"1,423","1,716","1,712","1,617","1,682","1,670","1,656","1,669","1,665","1,664","1,666","1,665","1,665","1,665","1,665","1,665","1,665","1,665","1,665","1,665","1,665","1,665","1,665","1,665"
Mexico,Norway,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Netherlands,Cut Size,187,187,187,187,187,187,187,186,189,186,185,197,175,182,234,132,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Netherlands,Folio,293,293,294,292,292,299,285,292,321,242,314,406,5,530,684,12,10,0,31,12,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Netherlands,Reels,64,64,63,64,64,63,64,64,61,67,63,54,85,49,29,256,"1,367",261,34,17,373,0,2,44,348,147,415.2,303,289,336,309,311,319,313,314,315,314,315,315,315,315,315,315,315,315,315,315,315,315,315,315
Mexico,Italy,Cut Size,2,2,2,2,2,2,2,2,2,1,2,2,0,4,3,0,0,0,68,478,693,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Italy,Folio,8,8,8,8,8,8,8,8,8,8,7,10,7,5,18,1,2,149,252,265,161,177,597,476,795,877,364.8,679,640,561,627,609,599,612,607,606,608,607,607,607,607,607,607,607,607,607,607,607,607,607,607
Mexico,Italy,Reels,129,129,128,129,129,126,133,128,118,153,114,86,258,0,0,0,0,46,75,103,168,126,128,403,505,438,2.4,315,252,190,252,231,224,236,231,230,232,231,231,232,231,231,231,231,231,231,231,231,231,231,231
Mexico,Ireland ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Germany ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,4,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mexico,Germany ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,677,122,307,"2,031",245,397,"6,058","2,088","3,137","2,220",3000,"2,786","2,669","2,818","2,757","2,748","2,775","2,760","2,761","2,765","2,762","2,763","2,763","2,763","2,763","2,763","2,763","2,763","2,763","2,763","2,763","2,763","2,763","2,763","2,763"
Mexico,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,857,"1,885",83,0,0,279,"2,343",339,"5,484","2,921",1910.4,"3,438","2,757","2,702","2,966","2,808","2,825","2,866","2,833","2,842","2,847","2,841","2,843","2,844","2,842","2,843","2,843","2,843","2,843","2,843","2,843","2,843","2,843","2,843","2,843"
Mexico,France ,Cut Size,74,74,74,73,74,75,70,77,77,57,98,74,0,221,0,0,16,0,15,0,506,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,France ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,220,539,595,984,66,189,378,96,964.8,480,513,653,549,572,591,570,578,580,576,578,578,577,578,577,577,577,577,577,577,577,577,577,577
Mexico,France ,Reels,26,26,26,26,26,27,26,26,28,23,27,33,10,39,49,38,206,394,154,71,33,84,71,134,0,21,3448.8,"1,157","1,542","2,049","1,583","1,725","1,785","1,698","1,736","1,740","1,724","1,733","1,732","1,730","1,732","1,731","1,731","1,732","1,731","1,731","1,731","1,731","1,731","1,731","1,731"
